@RELATION data/svmSM
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {pt_data,speechEmotion}

@DATA
0.126742,0.013673,2.821805,0.226000,0.207676,1.018180,0.020848,0.213214,-27.496837,1.238918,-0.175916,-0.474666,-0.538266,-0.254383,-0.429115,-0.088232,-0.232320,0.320029,0.063937,0.132185,-0.177209,0.009878,0.007717,0.014183,0.011632,0.013637,0.015548,0.036498,0.006395,0.018148,0.017940,0.018381,0.006564,0.023270,0.103171,0.021944,0.446485,0.074845,0.034024,0.593907,0.012605,0.178744,3.276389,1.041725,0.739472,0.551800,0.326201,0.326245,0.449619,0.449234,0.339131,0.410555,0.342712,0.431389,0.325930,0.015414,0.010840,0.021289,0.014310,0.019638,0.019234,0.050739,0.010779,0.027123,0.021677,0.026513,0.009036,0.013248,speechEmotion
0.196042,0.013765,2.661729,0.320931,0.225544,1.785645,0.009186,0.409562,-28.646456,0.266658,-0.276559,-0.014946,-0.337948,-0.001206,-0.286876,-0.011657,-0.258861,0.026589,-0.249648,0.139034,-0.000557,0.009832,0.003188,0.012582,0.006505,0.012936,0.011327,0.020759,0.003264,0.008371,0.008123,0.013526,0.012007,0.013288,0.102293,0.021941,0.653634,0.099283,0.026333,0.638220,0.005143,0.206030,4.933818,1.229035,1.279841,0.645727,0.525327,0.383118,0.478181,0.327330,0.407277,0.330766,0.490460,0.325811,0.396258,0.016378,0.002709,0.018838,0.006543,0.016321,0.013868,0.029456,0.003774,0.012596,0.008890,0.020753,0.017517,0.009133,speechEmotion
0.062696,0.024713,2.809664,0.174985,0.222420,0.373657,0.041377,0.092625,-28.741781,2.461646,0.444941,0.466028,0.170297,0.144320,0.091806,-0.023353,-0.017393,-0.058500,-0.045703,0.121649,-0.083346,0.006084,0.000766,0.023674,0.005677,0.006461,0.005183,0.138853,0.000831,0.002944,0.033695,0.056690,0.000821,0.052562,0.086130,0.026571,0.382724,0.091419,0.029145,0.603522,0.038298,0.170809,2.903533,0.681432,0.587176,0.440832,0.294071,0.202792,0.222760,0.205594,0.193107,0.234024,0.189873,0.208098,0.182000,0.008967,0.001133,0.023258,0.013122,0.008715,0.009074,0.120347,0.001327,0.004183,0.041877,0.051578,0.001463,0.026883,speechEmotion
0.126328,0.011833,2.783608,0.236250,0.217820,0.685584,0.028231,0.197397,-27.522816,2.364249,0.510738,0.158583,-0.137381,-0.037903,0.310163,0.136870,0.050252,-0.070498,-0.107349,0.161071,-0.128700,0.010414,0.003172,0.024660,0.007362,0.012850,0.005088,0.067980,0.000903,0.005009,0.034164,0.038008,0.004871,0.028468,0.153508,0.011560,0.407862,0.152951,0.031629,0.749562,0.036415,0.254893,2.885273,1.215368,0.581318,0.466311,0.389853,0.296855,0.302888,0.231643,0.231477,0.235746,0.276864,0.235533,0.207323,0.011830,0.004696,0.021599,0.008376,0.014561,0.007230,0.068853,0.001601,0.008428,0.035319,0.037026,0.007394,0.017221,speechEmotion
0.105507,0.028512,2.771505,0.215133,0.228218,0.638676,0.019455,0.159292,-26.745403,2.350957,0.996362,0.389003,0.013826,0.052523,0.138568,0.155715,0.003523,0.165956,-0.119242,0.200151,-0.007569,0.012129,0.001434,0.098717,0.009003,0.025403,0.005385,0.055563,0.000699,0.003405,0.006752,0.050482,0.001519,0.039195,0.119916,0.029902,0.438981,0.119363,0.041670,0.745074,0.014908,0.221498,2.916250,0.923743,0.672587,0.381497,0.461057,0.285569,0.262018,0.227732,0.202730,0.220180,0.136251,0.133216,0.179887,0.012721,0.001776,0.070829,0.011354,0.024560,0.006151,0.055648,0.000933,0.004284,0.006278,0.037347,0.001982,0.016358,speechEmotion
0.120781,0.022275,2.868961,0.236806,0.234717,0.778358,0.031604,0.186469,-28.258342,1.760775,0.681127,0.489024,0.097040,0.065429,0.065628,-0.134946,-0.053622,-0.132639,-0.221673,-0.045284,-0.406737,0.060856,0.001331,0.041975,0.005017,0.003995,0.002285,0.057262,0.001258,0.001290,0.006171,0.075649,0.002670,0.046777,0.096470,0.033325,0.475522,0.091526,0.033989,0.745203,0.016754,0.213344,2.722783,0.971904,0.445375,0.440516,0.314354,0.239065,0.260037,0.232679,0.210156,0.197784,0.332561,0.157764,0.277094,0.070951,0.002043,0.038816,0.004519,0.003171,0.002185,0.072914,0.002571,0.001747,0.006705,0.062810,0.002868,0.020561,speechEmotion
0.094559,0.014256,2.931204,0.233013,0.239791,0.613079,0.023165,0.137962,-28.620564,1.956586,0.966652,0.320771,0.160320,0.204396,0.175076,0.046640,-0.030617,-0.038527,-0.174681,0.056139,-0.287440,0.013949,0.000908,0.018906,0.002724,0.004919,0.002083,0.055234,0.000691,0.001332,0.057984,0.069555,0.003327,0.040172,0.107426,0.015913,0.405221,0.099341,0.030304,0.725718,0.021314,0.215100,3.094873,0.830518,0.469634,0.398405,0.295561,0.322298,0.260858,0.219617,0.204170,0.226916,0.234000,0.202786,0.223473,0.018533,0.001437,0.025265,0.003988,0.003605,0.002866,0.071760,0.001260,0.001641,0.068835,0.051442,0.010695,0.016674,speechEmotion
0.079255,0.036879,2.758323,0.187798,0.220910,0.436804,0.030937,0.097604,-27.077597,2.509744,0.249899,0.048768,-0.106722,0.016785,0.051763,-0.043435,-0.156459,-0.133743,-0.214588,-0.113797,-0.260603,0.021129,0.007644,0.040670,0.026158,0.010567,0.013213,0.077349,0.004353,0.006142,0.009895,0.031959,0.002413,0.038162,0.093771,0.037609,0.499771,0.087574,0.039847,0.564401,0.031271,0.143709,4.307742,1.012282,0.930169,0.467826,0.359236,0.314889,0.247366,0.280435,0.213988,0.270510,0.323215,0.299825,0.323761,0.029569,0.013867,0.034955,0.036053,0.013748,0.020372,0.088789,0.011252,0.008139,0.013337,0.041251,0.003737,0.021817,speechEmotion
0.125814,0.030515,2.668367,0.245597,0.211279,0.909564,0.016205,0.235563,-26.283819,1.971566,-0.061271,0.081039,-0.162102,-0.028881,0.224369,-0.100020,-0.063259,-0.014755,-0.199806,-0.244146,-0.329996,0.027633,0.010970,0.038087,0.021002,0.009003,0.005114,0.035453,0.005541,0.003775,0.016598,0.024145,0.007636,0.025910,0.117350,0.028803,0.702120,0.127968,0.036005,0.731257,0.010757,0.243255,3.292396,1.359253,0.859877,0.450108,0.422704,0.345316,0.332933,0.407100,0.268609,0.257160,0.289228,0.309234,0.351623,0.033366,0.013356,0.043592,0.030609,0.009111,0.004662,0.039230,0.010866,0.005123,0.021236,0.027511,0.009723,0.015002,speechEmotion
0.119558,0.027269,2.781893,0.233905,0.220910,0.708699,0.017419,0.188213,-26.340698,2.316179,0.758009,0.214025,-0.042555,-0.104732,0.251301,0.159433,-0.028198,0.194713,-0.115887,0.189374,-0.029690,0.012036,0.003053,0.062481,0.014111,0.026337,0.004709,0.054737,0.001310,0.003617,0.010755,0.052488,0.001990,0.035290,0.158985,0.029620,0.438031,0.149212,0.047926,0.792768,0.010858,0.280212,4.104074,1.130305,0.593158,0.321137,0.322732,0.434012,0.370311,0.267395,0.270946,0.204030,0.173887,0.146195,0.163222,0.021003,0.005888,0.048394,0.017539,0.029758,0.006472,0.083072,0.001869,0.004583,0.012110,0.063420,0.002545,0.022256,speechEmotion
0.075880,0.008647,2.788907,0.187029,0.198450,0.657460,0.019926,0.157093,-27.891502,2.197779,0.957053,0.256925,-0.115183,0.110281,0.172952,0.235754,-0.122567,0.145732,-0.075195,0.169291,0.000862,0.011409,0.001688,0.048215,0.007914,0.011654,0.005849,0.061855,0.001415,0.001778,0.010666,0.094984,0.003161,0.039516,0.094618,0.008973,0.374907,0.098585,0.036701,0.543513,0.016395,0.157168,2.938114,0.920952,0.739821,0.412653,0.386956,0.222867,0.321788,0.244755,0.249316,0.221007,0.197488,0.147344,0.163313,0.012599,0.002741,0.033832,0.010102,0.011433,0.007429,0.075747,0.002526,0.001530,0.012881,0.054177,0.004433,0.016549,speechEmotion
0.144579,0.017718,2.920904,0.254653,0.222694,0.964851,0.018856,0.229469,-26.158073,1.804920,0.326236,-0.114713,-0.146977,-0.036484,0.107475,-0.240803,-0.084705,-0.100530,-0.314719,0.018221,-0.348981,0.030342,0.005793,0.028776,0.023276,0.008957,0.008602,0.028413,0.004822,0.007031,0.026248,0.026970,0.004781,0.029663,0.134232,0.015199,0.404745,0.119746,0.046577,0.686624,0.015572,0.239061,3.317547,1.097590,0.785549,0.603262,0.442390,0.337529,0.313612,0.301173,0.267652,0.266072,0.267360,0.404638,0.311338,0.051420,0.013536,0.033235,0.037956,0.010609,0.014995,0.057835,0.008793,0.007682,0.024681,0.033059,0.007001,0.018561,speechEmotion
0.161259,0.012682,2.535685,0.250704,0.219066,1.049320,0.016133,0.243817,-28.576188,1.523989,-0.139831,0.070963,-0.107843,0.122274,-0.050561,-0.094156,-0.067485,0.028776,-0.174196,-0.072187,-0.142728,0.015038,0.006952,0.032839,0.016082,0.013806,0.009691,0.039467,0.004443,0.013165,0.017792,0.020626,0.006387,0.024883,0.155486,0.020202,0.563302,0.122338,0.043951,0.780056,0.010706,0.239755,4.504520,1.316531,1.197267,0.573715,0.496850,0.379429,0.346329,0.370835,0.315564,0.274830,0.330135,0.319138,0.246397,0.020288,0.010467,0.042762,0.025087,0.021414,0.016904,0.076498,0.006183,0.021274,0.026180,0.021673,0.006276,0.022039,speechEmotion
0.119319,0.007837,2.896201,0.229505,0.205833,0.962925,0.022135,0.180701,-29.284151,0.978730,-0.311574,0.265713,-0.365718,-0.396861,-0.460568,-0.369180,-0.011336,0.122503,0.230887,-0.105932,-0.010584,0.023906,0.003497,0.017420,0.012752,0.011794,0.019977,0.038217,0.001918,0.016045,0.010952,0.023687,0.008823,0.027038,0.093030,0.012930,0.466513,0.074769,0.048415,0.683437,0.013610,0.162967,4.390888,1.845879,0.755794,0.553634,0.358596,0.308657,0.338588,0.462212,0.472581,0.416262,0.494616,0.446123,0.261570,0.045976,0.008739,0.031455,0.021420,0.017222,0.035779,0.063220,0.003390,0.022959,0.017920,0.030100,0.011985,0.018062,speechEmotion
0.119743,0.010742,2.639926,0.231758,0.222409,0.908142,0.024616,0.216625,-28.232176,1.781816,0.174481,-0.055435,-0.445118,-0.075206,0.121954,-0.224243,-0.182794,-0.311322,-0.143350,0.010625,-0.045876,0.011608,0.002427,0.053331,0.027678,0.026835,0.013965,0.038352,0.002905,0.007864,0.007665,0.026565,0.004769,0.031223,0.106758,0.018019,0.492299,0.108815,0.043963,0.815658,0.023128,0.231403,4.499987,0.865285,1.061520,0.523435,0.527822,0.369557,0.381691,0.368503,0.342879,0.400192,0.372479,0.301741,0.250282,0.017822,0.002351,0.065177,0.043574,0.039804,0.020298,0.061496,0.004929,0.014405,0.010991,0.027710,0.007723,0.022045,speechEmotion
0.093492,0.012098,2.908239,0.192820,0.202147,0.697602,0.029328,0.158042,-28.073083,2.087320,0.446348,0.064051,-0.419611,-0.296105,0.085461,0.149150,-0.051953,0.169577,-0.132510,0.024012,-0.239252,0.018728,0.009976,0.041936,0.008032,0.014139,0.007811,0.078060,0.004238,0.017198,0.018614,0.023273,0.006738,0.037101,0.101006,0.014843,0.234165,0.093285,0.041141,0.521146,0.025781,0.166704,3.636580,0.859197,0.823061,0.450199,0.384280,0.232470,0.342373,0.395938,0.315562,0.298620,0.331370,0.298775,0.303529,0.019316,0.016570,0.043957,0.009136,0.017914,0.013263,0.075988,0.009980,0.032121,0.024998,0.024032,0.009499,0.023435,speechEmotion
0.117710,0.009557,2.732527,0.216634,0.207889,0.932532,0.017803,0.218581,-28.923065,1.594807,-0.063799,0.059473,-0.295276,0.181959,-0.044729,-0.009207,-0.081952,0.034268,-0.195921,0.044091,-0.051546,0.018722,0.004888,0.024972,0.007145,0.009246,0.009624,0.037169,0.003831,0.008529,0.019751,0.049981,0.005600,0.027997,0.096141,0.018575,0.521312,0.087631,0.046401,0.606289,0.012653,0.185515,4.748014,1.066155,1.119321,0.441798,0.615115,0.356239,0.262463,0.270778,0.248570,0.271802,0.331478,0.198109,0.296330,0.017422,0.007378,0.037483,0.013236,0.012905,0.013866,0.071382,0.005843,0.011357,0.025448,0.058563,0.005821,0.021686,speechEmotion
0.179474,0.014268,2.908527,0.296959,0.239070,0.965384,0.017073,0.287417,-27.367532,1.783975,0.764406,0.097316,-0.183032,-0.101521,0.492028,-0.015992,0.029303,0.091668,-0.041374,0.181370,-0.077545,0.004162,0.002794,0.019487,0.004119,0.020347,0.015359,0.074074,0.000864,0.008751,0.030873,0.017874,0.001817,0.031222,0.199361,0.013335,0.339127,0.166929,0.035453,0.905107,0.012502,0.319987,3.804693,1.342404,0.603541,0.403271,0.355224,0.313898,0.326927,0.244039,0.219267,0.204095,0.208928,0.191145,0.150366,0.003790,0.003057,0.025602,0.007355,0.041506,0.032401,0.074265,0.000773,0.014607,0.037731,0.028887,0.003124,0.021169,speechEmotion
0.106977,0.011095,2.951042,0.213300,0.205780,0.864708,0.024744,0.163687,-28.150351,1.936501,-0.033313,0.305852,-0.118757,-0.110065,0.174325,-0.019889,-0.094411,0.133596,-0.167030,0.248929,-0.039471,0.009425,0.003945,0.027083,0.007965,0.023326,0.005820,0.059213,0.002079,0.010084,0.027387,0.033102,0.002300,0.032723,0.099350,0.015134,0.313579,0.095041,0.043952,0.602001,0.020003,0.145041,4.536745,1.073116,1.074153,0.348662,0.459053,0.271062,0.335875,0.251947,0.285596,0.249248,0.239755,0.201327,0.162584,0.012027,0.005654,0.051753,0.009843,0.031606,0.007045,0.092291,0.003366,0.012567,0.031251,0.034446,0.002808,0.023144,speechEmotion
0.129933,0.032848,2.876532,0.234355,0.227644,0.683437,0.033023,0.190417,-26.339074,2.117252,0.444637,-0.180760,-0.348170,-0.098909,-0.094772,-0.155016,-0.333921,-0.270279,-0.161212,-0.012645,-0.078171,0.031900,0.001889,0.035048,0.029606,0.027887,0.021864,0.079600,0.000860,0.011362,0.006953,0.009510,0.001691,0.045943,0.124696,0.030403,0.466278,0.103514,0.031790,0.638826,0.031105,0.205814,3.012399,0.889686,0.687764,0.473322,0.316818,0.341473,0.336847,0.347084,0.296684,0.353480,0.331567,0.297944,0.230977,0.032563,0.002209,0.036208,0.037060,0.032839,0.031048,0.105143,0.001017,0.022149,0.018111,0.014009,0.002412,0.027781,speechEmotion
0.156158,0.008027,2.739677,0.278167,0.229068,1.174737,0.017690,0.281000,-27.780545,1.271170,0.159185,0.027130,-0.164191,-0.306277,-0.245441,-0.104982,-0.286066,-0.267967,-0.024572,-0.072637,-0.010100,0.009840,0.001678,0.023518,0.033208,0.025448,0.021973,0.063053,0.001928,0.007475,0.005757,0.016795,0.002505,0.033749,0.144844,0.008654,0.538324,0.115495,0.026305,0.836043,0.017906,0.251373,3.838457,1.224197,0.705571,0.573360,0.259760,0.557859,0.393643,0.436329,0.371526,0.400988,0.405632,0.333685,0.300387,0.016192,0.001800,0.038115,0.055040,0.035440,0.029079,0.096389,0.003410,0.010935,0.008983,0.027008,0.003205,0.026010,speechEmotion
0.220380,0.014460,2.801079,0.334657,0.244895,1.508626,0.021733,0.457917,-29.788362,0.791494,0.488032,-0.203803,-0.287713,-0.251680,-0.367317,-0.187060,-0.015808,-0.057625,0.119331,0.251662,-0.145937,0.006121,0.002432,0.013379,0.011552,0.011334,0.010239,0.033475,0.004751,0.014740,0.005845,0.036924,0.006284,0.023479,0.115247,0.018983,0.339916,0.085497,0.020717,0.514959,0.005450,0.183238,2.140325,0.841843,0.407520,0.387293,0.303305,0.246744,0.304402,0.395173,0.278159,0.268599,0.348426,0.262509,0.163210,0.012941,0.004312,0.013604,0.026880,0.015486,0.017871,0.039981,0.008860,0.021112,0.008287,0.015905,0.013701,0.012531,speechEmotion
0.071492,0.009772,2.751796,0.178447,0.213117,0.490502,0.024694,0.108875,-29.424653,2.489427,0.294426,0.522071,0.018337,0.038943,0.342713,-0.047171,0.091991,0.205707,-0.051147,0.144313,0.013305,0.009628,0.002274,0.081306,0.009159,0.032816,0.003576,0.074168,0.001682,0.004259,0.004914,0.048418,0.002389,0.043272,0.076477,0.011770,0.429646,0.083085,0.046517,0.539511,0.019593,0.143457,3.608435,0.986819,0.680252,0.420125,0.383908,0.293831,0.301437,0.299265,0.184319,0.224908,0.187325,0.182794,0.167766,0.011519,0.004053,0.059356,0.013382,0.037189,0.003820,0.082382,0.003132,0.005397,0.005010,0.040780,0.003065,0.017486,speechEmotion
0.068666,0.011984,2.829938,0.208457,0.236491,0.467894,0.031584,0.110554,-29.293791,2.222015,0.481109,0.427897,0.059494,0.058117,0.317490,0.163203,0.125418,-0.044777,-0.122613,0.120132,-0.056575,0.006094,0.002249,0.043826,0.004186,0.009461,0.003355,0.104380,0.000644,0.001815,0.021920,0.060706,0.001524,0.040920,0.073887,0.010864,0.344177,0.094862,0.031026,0.453560,0.028306,0.155040,1.717753,0.739233,0.648426,0.412477,0.302305,0.208663,0.247484,0.233242,0.190609,0.180391,0.184618,0.189495,0.181885,0.007256,0.003339,0.036592,0.005094,0.009450,0.003371,0.082450,0.001206,0.002704,0.025619,0.034859,0.001818,0.016617,speechEmotion
0.100272,0.011768,2.872206,0.207499,0.222529,0.626548,0.026026,0.158988,-27.897711,2.390676,0.263797,0.361693,-0.029172,-0.025214,0.448053,0.053688,-0.014025,-0.131749,-0.092947,0.124401,-0.131482,0.016118,0.002330,0.031226,0.008509,0.010863,0.004865,0.055496,0.001027,0.002751,0.038160,0.063052,0.002424,0.034872,0.105398,0.010819,0.374219,0.100234,0.033327,0.543917,0.020471,0.175491,2.628886,0.982308,0.670524,0.451836,0.411361,0.305998,0.287508,0.245218,0.211156,0.267804,0.238551,0.183321,0.201643,0.027934,0.002816,0.024037,0.010766,0.013503,0.004970,0.065494,0.001200,0.002865,0.052373,0.040786,0.004015,0.017303,speechEmotion
0.116026,0.022621,2.792537,0.257497,0.251040,0.730649,0.024910,0.177911,-28.876991,1.717704,0.728091,0.380548,0.049899,0.161549,0.228623,-0.056040,0.061729,-0.034932,-0.118275,-0.009085,-0.268207,0.015243,0.001164,0.032288,0.003448,0.003922,0.001462,0.069047,0.000671,0.000948,0.017300,0.089948,0.002525,0.041127,0.124871,0.039295,0.488279,0.116735,0.037178,0.827496,0.021274,0.264860,3.530523,1.063721,0.555166,0.400751,0.306113,0.258760,0.215874,0.237109,0.222174,0.230561,0.265887,0.196973,0.252452,0.020177,0.002328,0.036464,0.005571,0.003477,0.001677,0.091878,0.001257,0.001085,0.028979,0.066359,0.003488,0.022654,speechEmotion
0.091077,0.011588,2.817309,0.191622,0.212192,0.640221,0.021565,0.142015,-28.794638,2.373030,0.367050,0.019573,0.046509,0.074487,0.204278,-0.007893,0.128781,0.176181,-0.093194,0.171605,-0.092565,0.013116,0.004250,0.064391,0.007316,0.024814,0.004244,0.069304,0.001709,0.005757,0.008638,0.038236,0.004286,0.034719,0.115274,0.014009,0.360637,0.097208,0.035184,0.758628,0.021151,0.189045,3.887606,1.188733,0.774542,0.451784,0.400905,0.300582,0.380187,0.251601,0.228083,0.212666,0.254888,0.219863,0.199870,0.015452,0.006835,0.052272,0.010764,0.028836,0.004784,0.072172,0.002473,0.006915,0.013181,0.036488,0.006589,0.020370,speechEmotion
0.062641,0.012745,2.949660,0.190456,0.215555,0.400069,0.032743,0.091000,-29.329188,2.261873,-0.125317,-0.053552,-0.218011,0.038221,0.168780,0.078536,0.037451,-0.190638,-0.240346,0.054075,-0.065981,0.013906,0.003144,0.021850,0.016931,0.020198,0.011723,0.032798,0.001812,0.005585,0.017516,0.060331,0.005886,0.032792,0.067641,0.011400,0.372434,0.071274,0.029529,0.389543,0.014975,0.118840,2.592173,0.734391,0.562971,0.384155,0.302887,0.183290,0.230624,0.216588,0.227087,0.243463,0.193540,0.203598,0.200686,0.021706,0.004738,0.021926,0.025837,0.023581,0.021835,0.027631,0.003016,0.008023,0.020402,0.026082,0.011960,0.009476,speechEmotion
0.140099,0.025273,2.850618,0.253799,0.226039,0.784757,0.017549,0.191218,-26.929794,1.912477,0.962052,-0.009405,-0.281113,-0.025866,-0.037305,-0.068499,0.112721,-0.137695,-0.139063,-0.052813,-0.187651,0.023657,0.004161,0.024735,0.010483,0.020718,0.016365,0.052562,0.000828,0.004390,0.025618,0.029173,0.005427,0.032735,0.129256,0.024971,0.576049,0.108071,0.031102,0.694132,0.012986,0.217486,3.191171,1.175505,0.651020,0.427934,0.395671,0.261651,0.288340,0.335916,0.242124,0.249641,0.296813,0.261517,0.342138,0.035717,0.006485,0.033338,0.015128,0.031214,0.024359,0.060018,0.001452,0.009408,0.033630,0.038646,0.012360,0.017885,speechEmotion
0.122466,0.015562,2.960327,0.224760,0.209176,0.880069,0.016298,0.208625,-27.375507,1.877247,0.489328,0.225785,-0.408635,0.166994,0.234693,-0.338874,0.157809,-0.145290,-0.170331,-0.039026,-0.136640,0.018321,0.002203,0.015620,0.007687,0.009158,0.006746,0.038710,0.001558,0.009088,0.051376,0.029824,0.003909,0.027769,0.107289,0.016212,0.394110,0.092154,0.040496,0.654495,0.013253,0.196802,3.506814,0.970995,0.867646,0.566033,0.530804,0.275914,0.252590,0.343058,0.283709,0.377696,0.354765,0.271886,0.309997,0.032633,0.002355,0.020963,0.011747,0.010001,0.009008,0.041970,0.001863,0.013765,0.040803,0.035924,0.005372,0.014421,speechEmotion
0.121149,0.027081,2.854065,0.222278,0.207597,0.866435,0.016684,0.207676,-26.274230,1.700855,0.373297,0.433548,0.057942,0.159522,0.312676,0.073440,0.010570,0.277058,-0.094776,0.209075,-0.022104,0.007865,0.002073,0.047141,0.004746,0.010741,0.004473,0.048174,0.002610,0.004621,0.018814,0.089730,0.001910,0.037154,0.106987,0.027066,0.348170,0.103218,0.030767,0.736841,0.014750,0.194876,2.579410,1.239663,0.855596,0.497321,0.431261,0.315899,0.385528,0.359553,0.318020,0.282225,0.215972,0.169257,0.160269,0.012284,0.003101,0.046549,0.005445,0.013232,0.008654,0.045984,0.004479,0.003978,0.022445,0.081947,0.002064,0.019222,speechEmotion
0.090816,0.034766,2.835263,0.204108,0.219733,0.416900,0.045734,0.115474,-27.738121,2.607090,0.328674,0.018118,-0.237849,0.019404,0.230619,-0.004231,-0.001566,-0.185736,-0.197781,-0.039408,-0.163749,0.030618,0.004365,0.043985,0.022210,0.014984,0.012200,0.057573,0.001438,0.004451,0.008360,0.041345,0.003521,0.040041,0.116710,0.036731,0.472465,0.128094,0.045735,0.474961,0.045781,0.168267,3.914115,1.032004,0.592299,0.344609,0.393303,0.305588,0.263465,0.242578,0.291945,0.212312,0.289473,0.324961,0.321803,0.048382,0.006693,0.046399,0.030852,0.019266,0.027461,0.087116,0.003096,0.006587,0.014712,0.045428,0.006980,0.020555,speechEmotion
0.109287,0.016172,2.726705,0.209790,0.210831,0.779520,0.018836,0.186825,-28.185646,2.098056,0.440839,0.486647,-0.024455,-0.166254,0.226318,0.143937,0.080809,0.281714,-0.108113,0.136278,0.063561,0.011921,0.003089,0.074133,0.004927,0.027033,0.006695,0.060593,0.001312,0.004949,0.006649,0.038495,0.003487,0.034469,0.104738,0.018445,0.445395,0.104407,0.035080,0.671993,0.016977,0.195309,2.934792,1.153695,0.625409,0.350761,0.348454,0.233248,0.304370,0.202490,0.202171,0.186664,0.173854,0.160434,0.145043,0.012435,0.005396,0.053186,0.004862,0.028396,0.007855,0.038938,0.001982,0.004214,0.007099,0.032052,0.003854,0.015166,speechEmotion
0.111702,0.021041,2.848558,0.234846,0.227593,0.761222,0.016446,0.166208,-29.550193,1.742212,0.416361,0.253999,-0.038402,-0.074498,0.164727,0.188584,-0.001037,0.233408,-0.059957,0.184541,0.005060,0.006999,0.004476,0.033969,0.005258,0.018879,0.005075,0.106607,0.001185,0.003519,0.009095,0.056190,0.001982,0.042834,0.062207,0.022457,0.316450,0.068647,0.025009,0.511730,0.010421,0.118192,2.282738,0.946712,0.514299,0.298423,0.308573,0.210088,0.286249,0.164752,0.184330,0.180217,0.155402,0.118762,0.128280,0.009209,0.011741,0.036428,0.006860,0.022090,0.006142,0.047231,0.001549,0.003311,0.014145,0.037652,0.002458,0.012910,speechEmotion
0.071840,0.013332,2.883357,0.179868,0.217305,0.453671,0.013162,0.108167,-29.389471,2.631521,0.801239,0.188790,-0.293773,-0.046225,0.333997,0.077675,0.097237,0.187882,0.046102,0.103141,-0.172325,0.012341,0.003037,0.036951,0.006571,0.015249,0.006998,0.061060,0.000544,0.004462,0.015085,0.084751,0.004113,0.034055,0.081683,0.012977,0.278033,0.077107,0.024511,0.599099,0.006818,0.152146,1.637552,0.870024,0.390550,0.274883,0.269225,0.235487,0.239181,0.216123,0.188921,0.143023,0.149086,0.119571,0.083573,0.011558,0.004228,0.024279,0.009415,0.012677,0.009161,0.025842,0.000663,0.006832,0.015364,0.029191,0.005116,0.008175,speechEmotion
